in0,in1,in2,in3,in4,in5,in6,in7,in8,in9,in‚ ,in‚¢,in‚¤,inA,inB,inC,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,inƒA,inƒC,inƒE,inD,inE,inF,Time,Number,Date
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.62,3.52,3.37,3.19,4.52,4.99,4.99,4.99,4.37,3.69,3.9,4.25,4.99,4.99,4.99,2.45,4.6,3.35,2.81,3,2.55,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.52,3.36,3.19,4.53,4.99,4.99,4.99,4.38,3.69,3.9,4.24,4.99,4.99,4.99,2.45,4.6,3.36,2.8,3,2.59,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.62,3.53,3.37,3.19,4.53,4.99,4.99,4.99,4.38,3.7,3.9,4.24,4.99,4.99,4.99,2.45,4.59,3.35,2.81,3,2.63,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.62,3.52,3.36,3.19,4.52,4.99,4.99,4.99,4.38,3.69,3.89,4.24,4.99,4.99,4.99,2.45,4.59,3.35,2.8,3,2.67,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.62,3.53,3.36,3.19,4.53,4.99,4.99,4.99,4.38,3.69,3.89,4.24,4.99,4.99,4.99,2.45,4.59,3.35,2.81,3,2.7,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.53,3.37,3.2,4.53,4.99,4.99,4.99,4.38,3.69,3.89,4.24,4.99,4.99,4.99,2.47,4.6,3.36,2.81,3.01,2.74,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.63,3.52,3.39,3.19,4.52,4.99,4.99,4.99,4.38,3.7,3.89,4.23,4.99,4.99,4.99,2.48,4.61,3.36,2.82,3.01,2.78,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.63,3.52,3.39,3.19,4.53,4.99,4.99,4.99,4.38,3.71,3.9,4.25,4.99,4.99,4.99,2.48,4.61,3.36,2.81,3,2.81,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.52,3.39,3.19,4.53,4.99,4.99,4.99,4.39,3.72,3.89,4.25,4.99,4.99,4.99,2.47,4.61,3.36,2.82,3,2.85,,
3.35,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.53,3.39,3.2,4.53,4.99,4.99,4.99,4.39,3.72,3.9,4.25,4.99,4.99,4.99,2.48,4.62,3.37,2.82,3.01,2.89,,
3.37,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.65,3.53,3.4,3.2,4.53,4.99,4.99,4.99,4.39,3.72,3.9,4.25,4.99,4.99,4.99,2.48,4.62,3.36,2.82,3.01,2.92,,
3.36,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.53,3.4,3.2,4.53,4.99,4.99,4.99,4.38,3.71,3.89,4.25,4.99,4.99,4.99,2.49,4.63,3.36,2.82,3.01,2.96,,
3.36,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.52,3.4,3.2,4.53,4.99,4.99,4.99,4.39,3.71,3.89,4.26,4.99,4.99,4.99,2.48,4.62,3.36,2.82,3,3,,
3.36,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.64,3.52,3.4,3.2,4.53,4.99,4.99,4.99,4.39,3.72,3.89,4.26,4.99,4.99,4.99,2.48,4.62,3.36,2.81,3.01,3.03,,
3.35,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.64,3.53,3.41,3.2,4.53,4.99,4.99,4.99,4.38,3.71,3.89,4.25,4.99,4.99,4.99,2.5,4.62,3.36,2.81,3,3.07,,
3.35,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.65,3.53,3.41,3.2,4.52,4.99,4.99,4.99,4.4,3.72,3.89,4.25,4.99,4.99,4.99,2.5,4.62,3.36,2.83,3,3.11,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.65,3.52,3.41,3.19,4.53,4.99,4.99,4.99,4.4,3.73,3.9,4.25,4.99,4.99,4.99,2.51,4.62,3.37,2.82,3,3.14,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.52,3.41,3.19,4.53,4.99,4.99,4.99,4.4,3.73,3.9,4.25,4.99,4.99,4.99,2.5,4.61,3.37,2.82,3,3.18,,
3.34,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.63,3.51,3.41,3.19,4.53,4.99,4.99,4.99,4.39,3.73,3.89,4.25,4.99,4.99,4.99,2.49,4.61,3.37,2.81,3,3.22,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.64,3.52,3.41,3.19,4.53,4.99,4.99,4.99,4.39,3.72,3.89,4.25,4.99,4.99,4.99,2.49,4.61,3.37,2.8,3,3.25,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.64,3.52,3.41,3.19,4.52,4.99,4.99,4.99,4.38,3.72,3.88,4.25,4.99,4.99,4.99,2.49,4.61,3.37,2.8,3,3.29,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.64,3.52,3.41,3.19,4.53,4.99,4.99,4.99,4.38,3.72,3.89,4.25,4.99,4.99,4.99,2.49,4.6,3.37,2.8,3,3.33,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.52,3.4,3.19,4.53,4.99,4.99,4.99,4.38,3.71,3.89,4.26,4.99,4.99,4.99,2.49,4.61,3.36,2.8,3,3.37,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.52,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.7,3.89,4.25,4.99,4.99,4.99,2.49,4.62,3.36,2.8,3,3.4,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.64,3.51,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.7,3.89,4.25,4.99,4.99,4.99,2.48,4.62,3.37,2.8,3,3.44,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.52,3.4,3.2,4.53,4.99,4.99,4.99,4.39,3.71,3.89,4.25,4.99,4.99,4.99,2.48,4.62,3.37,2.8,3,3.48,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.64,3.52,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.71,3.89,4.25,4.99,4.99,4.99,2.48,4.62,3.37,2.8,3,3.51,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.62,3.51,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.72,3.89,4.25,4.99,4.99,4.99,2.47,4.61,3.36,2.8,3,3.55,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.51,3.4,3.19,4.52,4.99,4.99,4.99,4.38,3.71,3.89,4.25,4.99,4.99,4.99,2.47,4.61,3.36,2.8,3.01,3.59,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.62,3.51,3.4,3.19,4.52,4.99,4.99,4.99,4.38,3.71,3.89,4.25,4.99,4.99,4.99,2.47,4.62,3.37,2.8,3,3.62,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.52,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.71,3.89,4.26,4.99,4.99,4.99,2.48,4.61,3.37,2.8,3.01,3.66,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.52,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.26,4.99,4.99,4.99,2.48,4.61,3.37,2.8,3.01,3.7,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.62,3.52,3.39,3.2,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.26,4.99,4.99,4.99,2.49,4.61,3.36,2.8,3.01,3.73,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.51,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.26,4.99,4.99,4.99,2.49,4.61,3.36,2.8,3.01,3.77,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.51,3.4,3.19,4.52,4.99,4.99,4.99,4.37,3.71,3.88,4.26,4.99,4.99,4.99,2.48,4.61,3.36,2.8,3,3.81,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.64,3.51,3.39,3.2,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.48,4.6,3.36,2.8,3.01,3.84,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.64,3.51,3.39,3.2,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.48,4.6,3.36,2.79,3,3.88,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.64,3.51,3.4,3.2,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.25,4.99,4.99,4.99,2.48,4.61,3.36,2.8,3,3.92,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.51,3.4,3.19,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.26,4.99,4.99,4.99,2.47,4.61,3.36,2.8,3,3.95,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.64,3.51,3.4,3.19,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.48,4.61,3.37,2.8,3.01,3.99,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.51,3.4,3.2,4.53,4.99,4.99,4.99,4.38,3.7,3.88,4.25,4.99,4.99,4.99,2.5,4.6,3.36,2.8,3,4.03,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.64,3.51,3.4,3.19,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.25,4.99,4.99,4.99,2.5,4.61,3.37,2.8,3,4.07,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.64,3.51,3.4,3.19,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.26,4.99,4.99,4.99,2.5,4.62,3.36,2.8,3,4.1,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.64,3.51,3.39,3.19,4.52,4.99,4.99,4.99,4.37,3.7,3.88,4.26,4.99,4.99,4.99,2.5,4.62,3.37,2.8,3,4.14,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.64,3.51,3.39,3.19,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.25,4.99,4.99,4.99,2.5,4.61,3.37,2.8,3,4.18,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.64,3.51,3.39,3.19,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.51,4.61,3.36,2.82,3,4.21,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.51,3.39,3.19,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.5,4.61,3.36,2.79,3,4.25,,
3.33,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.51,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.5,4.61,3.36,2.79,3,4.29,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.51,3.39,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.5,4.61,3.36,2.79,3,4.32,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.62,3.51,3.39,3.19,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.5,4.61,3.36,2.79,3,4.36,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.62,3.51,3.39,3.19,4.52,4.99,4.99,4.99,4.38,3.71,3.87,4.25,4.99,4.99,4.99,2.5,4.6,3.36,2.79,3,4.4,,
3.31,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.62,3.51,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.87,4.25,4.99,4.99,4.99,2.5,4.6,3.37,2.79,3,4.43,,
3.31,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.62,3.51,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.87,4.25,4.99,4.99,4.99,2.5,4.6,3.36,2.8,3,4.47,,
3.31,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.62,3.51,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.5,4.6,3.36,2.8,3,4.51,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.62,3.51,3.38,3.19,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.25,4.99,4.99,4.99,2.49,4.61,3.35,2.79,3,4.54,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.5,3.37,3.19,4.52,4.99,4.99,4.99,4.38,3.69,3.88,4.25,4.99,4.99,4.99,2.5,4.62,3.35,2.79,3,4.58,,
3.31,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.5,3.37,3.18,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.26,4.99,4.99,4.99,2.5,4.6,3.35,2.8,3,4.62,,
3.31,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.5,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.26,4.99,4.99,4.99,2.5,4.6,3.36,2.8,3,4.66,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.5,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.7,3.88,4.25,4.99,4.99,4.99,2.5,4.6,3.36,2.79,3,4.69,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.5,3.38,3.18,4.52,4.99,4.99,4.99,4.39,3.71,3.88,4.26,4.99,4.99,4.99,2.5,4.59,3.35,2.8,3,4.73,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.5,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.51,4.59,3.36,2.79,3,4.77,,
3.33,4.36,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.5,3.38,3.17,4.52,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.51,4.6,3.36,2.8,3,4.8,,
3.33,4.36,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.5,3.38,3.18,4.57,4.99,4.99,4.99,4.38,3.71,3.88,4.25,4.99,4.99,4.99,2.51,4.6,3.36,2.79,3,4.84,,
3.32,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.49,3.38,3.17,4.57,4.99,4.99,4.99,4.38,3.7,3.88,4.24,4.99,4.99,4.99,2.51,4.62,3.35,2.79,3,4.88,,
3.33,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.49,3.37,3.19,4.57,4.99,4.99,4.99,4.38,3.71,3.88,4.24,4.99,4.99,4.99,2.51,4.61,3.35,2.8,3,4.91,,
3.32,4.36,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.49,3.37,3.18,4.57,4.99,4.99,4.99,4.39,3.71,3.88,4.24,4.99,4.99,4.99,2.52,4.59,3.35,2.8,3,4.95,,
3.33,4.36,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.97,4.63,3.49,3.38,3.18,4.52,4.99,4.99,4.99,4.38,3.71,3.87,4.25,4.99,4.99,4.99,2.51,4.6,3.35,2.8,3,4.99,,
